Date,Centre_5me,Commodity_5me,Price
6/11/2012,KANPUR,Potato,16
7/11/2012,KANPUR,Potato,16
8/11/2012,KANPUR,Potato,16
9/11/2012,KANPUR,Potato,16
12/11/2012,KANPUR,Potato,16
14-11-2012,KANPUR,Potato,5
15-11-2012,KANPUR,Potato,5
16-11-2012,KANPUR,Potato,16
19-11-2012,KANPUR,Potato,16
20-11-2012,KANPUR,Potato,16
21-11-2012,KANPUR,Potato,16
22-11-2012,KANPUR,Potato,16
23-11-2012,KANPUR,Potato,16
26-11-2012,KANPUR,Potato,16
27-11-2012,KANPUR,Potato,16
29-11-2012,KANPUR,Potato,16
30-11-2012,KANPUR,Potato,16
3/12/2012,KANPUR,Potato,16
4/12/2012,KANPUR,Potato,16
5/12/2012,KANPUR,Potato,16
6/12/2012,KANPUR,Potato,5
7/12/2012,KANPUR,Potato,10
10/12/2012,KANPUR,Potato,10
11/12/2012,KANPUR,Potato,8
12/12/2012,KANPUR,Potato,8
13-12-2012,KANPUR,Potato,8
14-12-2012,KANPUR,Potato,8
17-12-2012,KANPUR,Potato,8
18-12-2012,KANPUR,Potato,5
19-12-2012,KANPUR,Potato,8
20-12-2012,KANPUR,Potato,5
21-12-2012,KANPUR,Potato,8
24-12-2012,KANPUR,Potato,8
26-12-2012,KANPUR,Potato,8
27-12-2012,KANPUR,Potato,8
28-12-2012,KANPUR,Potato,8
31-12-2012,KANPUR,Potato,8
1/1/2013,KANPUR,Potato,8
2/1/2013,KANPUR,Potato,8
3/1/2013,KANPUR,Potato,8
4/1/2013,KANPUR,Potato,8
7/1/2013,KANPUR,Potato,8
8/1/2013,KANPUR,Potato,8
9/1/2013,KANPUR,Potato,8
10/1/2013,KANPUR,Potato,8
11/1/2013,KANPUR,Potato,8
14-01-2013,KANPUR,Potato,5
15-01-2013,KANPUR,Potato,8
16-01-2013,KANPUR,Potato,8
17-01-2013,KANPUR,Potato,8
18-01-2013,KANPUR,Potato,8
21-01-2013,KANPUR,Potato,8
22-01-2013,KANPUR,Potato,8
23-01-2013,KANPUR,Potato,8
24-01-2013,KANPUR,Potato,8
28-01-2013,KANPUR,Potato,8
30-01-2013,KANPUR,Potato,8
31-01-2013,KANPUR,Potato,8
1/2/2013,KANPUR,Potato,8
4/2/2013,KANPUR,Potato,8
5/2/2013,KANPUR,Potato,8
6/2/2013,KANPUR,Potato,8
7/2/2013,KANPUR,Potato,8
8/2/2013,KANPUR,Potato,8
11/2/2013,KANPUR,Potato,8
12/2/2013,KANPUR,Potato,8
13-02-2013,KANPUR,Potato,8
14-02-2013,KANPUR,Potato,8
15-02-2013,KANPUR,Potato,5
18-02-2013,KANPUR,Potato,8
19-02-2013,KANPUR,Potato,8
20-02-2013,KANPUR,Potato,8
21-02-2013,KANPUR,Potato,8
22-02-2013,KANPUR,Potato,8
25-02-2013,KANPUR,Potato,8
26-02-2013,KANPUR,Potato,8
27-02-2013,KANPUR,Potato,8
28-02-2013,KANPUR,Potato,8
1/3/2013,KANPUR,Potato,8
4/3/2013,KANPUR,Potato,8
5/3/2013,KANPUR,Potato,8
6/3/2013,KANPUR,Potato,8
7/3/2013,KANPUR,Potato,8
8/3/2013,KANPUR,Potato,8
11/3/2013,KANPUR,Potato,8
12/3/2013,KANPUR,Potato,8
13-03-2013,KANPUR,Potato,8
14-03-2013,KANPUR,Potato,8
15-03-2013,KANPUR,Potato,8
18-03-2013,KANPUR,Potato,8
19-03-2013,KANPUR,Potato,8
20-03-2013,KANPUR,Potato,8
21-03-2013,KANPUR,Potato,8
22-03-2013,KANPUR,Potato,8
25-03-2013,KANPUR,Potato,8
26-03-2013,KANPUR,Potato,5
28-03-2013,KANPUR,Potato,8
1/4/2013,KANPUR,Potato,10
2/4/2013,KANPUR,Potato,10
3/4/2013,KANPUR,Potato,10
4/4/2013,KANPUR,Potato,10
5/4/2013,KANPUR,Potato,5
8/4/2013,KANPUR,Potato,10
9/4/2013,KANPUR,Potato,10
10/4/2013,KANPUR,Potato,10
11/4/2013,KANPUR,Potato,10
12/4/2013,KANPUR,Potato,5
15-04-2013,KANPUR,Potato,10
16-04-2013,KANPUR,Potato,10
17-04-2013,KANPUR,Potato,10
18-04-2013,KANPUR,Potato,12
22-04-2013,KANPUR,Potato,12
23-04-2013,KANPUR,Potato,5
25-04-2013,KANPUR,Potato,14
26-04-2013,KANPUR,Potato,14
29-04-2013,KANPUR,Potato,14
30-04-2013,KANPUR,Potato,14
1/5/2013,KANPUR,Potato,14
2/5/2013,KANPUR,Potato,14
3/5/2013,KANPUR,Potato,14
6/5/2013,KANPUR,Potato,14
7/5/2013,KANPUR,Potato,14
8/5/2013,KANPUR,Potato,14
9/5/2013,KANPUR,Potato,14
10/5/2013,KANPUR,Potato,14
13-05-2013,KANPUR,Potato,14
14-05-2013,KANPUR,Potato,14
15-05-2013,KANPUR,Potato,14
16-05-2013,KANPUR,Potato,14
17-05-2013,KANPUR,Potato,5
20-05-2013,KANPUR,Potato,14
21-05-2013,KANPUR,Potato,14
22-05-2013,KANPUR,Potato,14
23-05-2013,KANPUR,Potato,14
24-05-2013,KANPUR,Potato,5
27-05-2013,KANPUR,Potato,5
28-05-2013,KANPUR,Potato,14
29-05-2013,KANPUR,Potato,14
30-05-2013,KANPUR,Potato,14
31-05-2013,KANPUR,Potato,14
3/6/2013,KANPUR,Potato,14
4/6/2013,KANPUR,Potato,14
5/6/2013,KANPUR,Potato,14
6/6/2013,KANPUR,Potato,14
7/6/2013,KANPUR,Potato,14
10/6/2013,KANPUR,Potato,14
11/6/2013,KANPUR,Potato,14
12/6/2013,KANPUR,Potato,14
13-06-2013,KANPUR,Potato,14
14-06-2013,KANPUR,Potato,14
17-06-2013,KANPUR,Potato,14
18-06-2013,KANPUR,Potato,14
19-06-2013,KANPUR,Potato,14
20-06-2013,KANPUR,Potato,14
21-06-2013,KANPUR,Potato,14
24-06-2013,KANPUR,Potato,14
25-06-2013,KANPUR,Potato,14
26-06-2013,KANPUR,Potato,14
27-06-2013,KANPUR,Potato,16
28-06-2013,KANPUR,Potato,16
1/7/2013,KANPUR,Potato,16
2/7/2013,KANPUR,Potato,18
3/7/2013,KANPUR,Potato,18
4/7/2013,KANPUR,Potato,18
5/7/2013,KANPUR,Potato,18
8/7/2013,KANPUR,Potato,18
9/7/2013,KANPUR,Potato,18
10/7/2013,KANPUR,Potato,18
11/7/2013,KANPUR,Potato,18
12/7/2013,KANPUR,Potato,18
15-07-2013,KANPUR,Potato,18
16-07-2013,KANPUR,Potato,18
17-07-2013,KANPUR,Potato,18
18-07-2013,KANPUR,Potato,18
19-07-2013,KANPUR,Potato,18
22-07-2013,KANPUR,Potato,18
23-07-2013,KANPUR,Potato,18
24-07-2013,KANPUR,Potato,18
25-07-2013,KANPUR,Potato,18
26-07-2013,KANPUR,Potato,18
29-07-2013,KANPUR,Potato,18
30-07-2013,KANPUR,Potato,15
31-07-2013,KANPUR,Potato,15
1/8/2013,KANPUR,Potato,15
2/8/2013,KANPUR,Potato,5
5/8/2013,KANPUR,Potato,12
6/8/2013,KANPUR,Potato,12
7/8/2013,KANPUR,Potato,12
8/8/2013,KANPUR,Potato,12
12/8/2013,KANPUR,Potato,5
13-08-2013,KANPUR,Potato,12
14-08-2013,KANPUR,Potato,12
16-08-2013,KANPUR,Potato,12
19-08-2013,KANPUR,Potato,12
20-08-2013,KANPUR,Potato,12
21-08-2013,KANPUR,Potato,5
22-08-2013,KANPUR,Potato,12
23-08-2013,KANPUR,Potato,12
26-08-2013,KANPUR,Potato,12
27-08-2013,KANPUR,Potato,12
29-08-2013,KANPUR,Potato,12
30-08-2013,KANPUR,Potato,12
2/9/2013,KANPUR,Potato,12
3/9/2013,KANPUR,Potato,12
4/9/2013,KANPUR,Potato,12
5/9/2013,KANPUR,Potato,12
6/9/2013,KANPUR,Potato,12
9/9/2013,KANPUR,Potato,12
10/9/2013,KANPUR,Potato,12
11/9/2013,KANPUR,Potato,12
12/9/2013,KANPUR,Potato,12
13-09-2013,KANPUR,Potato,12
16-09-2013,KANPUR,Potato,12
17-09-2013,KANPUR,Potato,5
18-09-2013,KANPUR,Potato,12
19-09-2013,KANPUR,Potato,12
20-09-2013,KANPUR,Potato,12
23-09-2013,KANPUR,Potato,12
24-09-2013,KANPUR,Potato,5
25-09-2013,KANPUR,Potato,5
26-09-2013,KANPUR,Potato,12
27-09-2013,KANPUR,Potato,12
30-09-2013,KANPUR,Potato,12
1/10/2013,KANPUR,Potato,12
3/10/2013,KANPUR,Potato,12
4/10/2013,KANPUR,Potato,12
7/10/2013,KANPUR,Potato,12
8/10/2013,KANPUR,Potato,12
9/10/2013,KANPUR,Potato,12
10/10/2013,KANPUR,Potato,12
11/10/2013,KANPUR,Potato,12
14-10-2013,KANPUR,Potato,12
15-10-2013,KANPUR,Potato,5
17-10-2013,KANPUR,Potato,5
18-10-2013,KANPUR,Potato,5
21-10-2013,KANPUR,Potato,12
22-10-2013,KANPUR,Potato,12
23-10-2013,KANPUR,Potato,5
24-10-2013,KANPUR,Potato,12
25-10-2013,KANPUR,Potato,15
28-10-2013,KANPUR,Potato,20
29-10-2013,KANPUR,Potato,20
30-10-2013,KANPUR,Potato,20
31-10-2013,KANPUR,Potato,20
1/11/2013,KANPUR,Potato,24
4/11/2013,KANPUR,Potato,5
5/11/2013,KANPUR,Potato,5
6/11/2013,KANPUR,Potato,20
7/11/2013,KANPUR,Potato,20
8/11/2013,KANPUR,Potato,20
11/11/2013,KANPUR,Potato,20
12/11/2013,KANPUR,Potato,20
13-11-2013,KANPUR,Potato,20
14-11-2013,KANPUR,Potato,20
18-11-2013,KANPUR,Potato,20
19-11-2013,KANPUR,Potato,20
20-11-2013,KANPUR,Potato,20
21-11-2013,KANPUR,Potato,16
22-11-2013,KANPUR,Potato,16
25-11-2013,KANPUR,Potato,16
26-11-2013,KANPUR,Potato,16
27-11-2013,KANPUR,Potato,16
28-11-2013,KANPUR,Potato,16
29-11-2013,KANPUR,Potato,16
2/12/2013,KANPUR,Potato,16
3/12/2013,KANPUR,Potato,16
5/12/2013,KANPUR,Potato,16
6/12/2013,KANPUR,Potato,16
9/12/2013,KANPUR,Potato,5
10/12/2013,KANPUR,Potato,14
11/12/2013,KANPUR,Potato,14
12/12/2013,KANPUR,Potato,18
13-12-2013,KANPUR,Potato,18
16-12-2013,KANPUR,Potato,18
17-12-2013,KANPUR,Potato,18
18-12-2013,KANPUR,Potato,18
19-12-2013,KANPUR,Potato,18
20-12-2013,KANPUR,Potato,14
23-12-2013,KANPUR,Potato,5
24-12-2013,KANPUR,Potato,14
26-12-2013,KANPUR,Potato,10
27-12-2013,KANPUR,Potato,10
30-12-2013,KANPUR,Potato,10
31-12-2013,KANPUR,Potato,5
1/1/2014,KANPUR,Potato,10
2/1/2014,KANPUR,Potato,10
3/1/2014,KANPUR,Potato,10
6/1/2014,KANPUR,Potato,10
7/1/2014,KANPUR,Potato,5
8/1/2014,KANPUR,Potato,10
9/1/2014,KANPUR,Potato,10
10/1/2014,KANPUR,Potato,10
13-01-2014,KANPUR,Potato,10
15-01-2014,KANPUR,Potato,10
16-01-2014,KANPUR,Potato,10
17-01-2014,KANPUR,Potato,10
20-01-2014,KANPUR,Potato,10
21-01-2014,KANPUR,Potato,10
22-01-2014,KANPUR,Potato,10
23-01-2014,KANPUR,Potato,10
24-01-2014,KANPUR,Potato,10
27-01-2014,KANPUR,Potato,10
28-01-2014,KANPUR,Potato,10
30-01-2014,KANPUR,Potato,10
31-01-2014,KANPUR,Potato,10
3/2/2014,KANPUR,Potato,10
4/2/2014,KANPUR,Potato,10
5/2/2014,KANPUR,Potato,10
6/2/2014,KANPUR,Potato,10
7/2/2014,KANPUR,Potato,10
10/2/2014,KANPUR,Potato,10
11/2/2014,KANPUR,Potato,10
12/2/2014,KANPUR,Potato,10
13-02-2014,KANPUR,Potato,10
14-02-2014,KANPUR,Potato,10
17-02-2014,KANPUR,Potato,10
18-02-2014,KANPUR,Potato,10
19-02-2014,KANPUR,Potato,10
20-02-2014,KANPUR,Potato,10
21-02-2014,KANPUR,Potato,10
24-02-2014,KANPUR,Potato,10
25-02-2014,KANPUR,Potato,10
26-02-2014,KANPUR,Potato,10
27-02-2014,KANPUR,Potato,5
28-02-2014,KANPUR,Potato,10
3/3/2014,KANPUR,Potato,10
4/3/2014,KANPUR,Potato,5
5/3/2014,KANPUR,Potato,10
6/3/2014,KANPUR,Potato,12
7/3/2014,KANPUR,Potato,12
10/3/2014,KANPUR,Potato,14
11/3/2014,KANPUR,Potato,14
12/3/2014,KANPUR,Potato,14
13-03-2014,KANPUR,Potato,5
14-03-2014,KANPUR,Potato,14
18-03-2014,KANPUR,Potato,5
19-03-2014,KANPUR,Potato,14
20-03-2014,KANPUR,Potato,14
21-03-2014,KANPUR,Potato,14
24-03-2014,KANPUR,Potato,14
25-03-2014,KANPUR,Potato,14
26-03-2014,KANPUR,Potato,14
27-03-2014,KANPUR,Potato,14
28-03-2014,KANPUR,Potato,14
31-03-2014,KANPUR,Potato,5
1/4/2014,KANPUR,Potato,5
2/4/2014,KANPUR,Potato,14
3/4/2014,KANPUR,Potato,14
4/4/2014,KANPUR,Potato,16
7/4/2014,KANPUR,Potato,16
9/4/2014,KANPUR,Potato,16
11/4/2014,KANPUR,Potato,16
15-04-2014,KANPUR,Potato,16
16-04-2014,KANPUR,Potato,16
17-04-2014,KANPUR,Potato,16
21-04-2014,KANPUR,Potato,20
22-04-2014,KANPUR,Potato,20
23-04-2014,KANPUR,Potato,20
24-04-2014,KANPUR,Potato,20
25-04-2014,KANPUR,Potato,20
28-04-2014,KANPUR,Potato,20
29-04-2014,KANPUR,Potato,20
30-04-2014,KANPUR,Potato,5
1/5/2014,KANPUR,Potato,5
2/5/2014,KANPUR,Potato,20
5/5/2014,KANPUR,Potato,20
6/5/2014,KANPUR,Potato,5
7/5/2014,KANPUR,Potato,20
8/5/2014,KANPUR,Potato,20
9/5/2014,KANPUR,Potato,20
12/5/2014,KANPUR,Potato,20
13-05-2014,KANPUR,Potato,5
15-05-2014,KANPUR,Potato,20
16-05-2014,KANPUR,Potato,20
19-05-2014,KANPUR,Potato,20
20-05-2014,KANPUR,Potato,20
21-05-2014,KANPUR,Potato,20
22-05-2014,KANPUR,Potato,20
23-05-2014,KANPUR,Potato,20
26-05-2014,KANPUR,Potato,5
27-05-2014,KANPUR,Potato,5
28-05-2014,KANPUR,Potato,20
29-05-2014,KANPUR,Potato,20
30-05-2014,KANPUR,Potato,20
2/6/2014,KANPUR,Potato,20
3/6/2014,KANPUR,Potato,20
4/6/2014,KANPUR,Potato,20
5/6/2014,KANPUR,Potato,20
6/6/2014,KANPUR,Potato,20
9/6/2014,KANPUR,Potato,20
10/6/2014,KANPUR,Potato,20
11/6/2014,KANPUR,Potato,20
12/6/2014,KANPUR,Potato,20
13-06-2014,KANPUR,Potato,20
16-06-2014,KANPUR,Potato,20
17-06-2014,KANPUR,Potato,20
18-06-2014,KANPUR,Potato,20
19-06-2014,KANPUR,Potato,20
20-06-2014,KANPUR,Potato,20
23-06-2014,KANPUR,Potato,20
24-06-2014,KANPUR,Potato,20
25-06-2014,KANPUR,Potato,20
26-06-2014,KANPUR,Potato,20
27-06-2014,KANPUR,Potato,20
30-06-2014,KANPUR,Potato,20
1/7/2014,KANPUR,Potato,25
2/7/2014,KANPUR,Potato,25
3/7/2014,KANPUR,Potato,25
4/7/2014,KANPUR,Potato,5
7/7/2014,KANPUR,Potato,25
8/7/2014,KANPUR,Potato,25
9/7/2014,KANPUR,Potato,25
10/7/2014,KANPUR,Potato,25
11/7/2014,KANPUR,Potato,25
14-07-2014,KANPUR,Potato,5
15-07-2014,KANPUR,Potato,25
16-07-2014,KANPUR,Potato,25
17-07-2014,KANPUR,Potato,25
18-07-2014,KANPUR,Potato,25
21-07-2014,KANPUR,Potato,5
22-07-2014,KANPUR,Potato,20
23-07-2014,KANPUR,Potato,20
24-07-2014,KANPUR,Potato,20
25-07-2014,KANPUR,Potato,5
28-07-2014,KANPUR,Potato,20
30-07-2014,KANPUR,Potato,20
31-07-2014,KANPUR,Potato,20
1/8/2014,KANPUR,Potato,20
4/8/2014,KANPUR,Potato,20
5/8/2014,KANPUR,Potato,20
6/8/2014,KANPUR,Potato,20
7/8/2014,KANPUR,Potato,20
8/8/2014,KANPUR,Potato,20
11/8/2014,KANPUR,Potato,20
12/8/2014,KANPUR,Potato,20
13-08-2014,KANPUR,Potato,20
14-08-2014,KANPUR,Potato,20
19-08-2014,KANPUR,Potato,20
20-08-2014,KANPUR,Potato,20
21-08-2014,KANPUR,Potato,20
22-08-2014,KANPUR,Potato,20
25-08-2014,KANPUR,Potato,20
26-08-2014,KANPUR,Potato,20
27-08-2014,KANPUR,Potato,20
28-08-2014,KANPUR,Potato,5
29-08-2014,KANPUR,Potato,20
1/9/2014,KANPUR,Potato,20
2/9/2014,KANPUR,Potato,20
3/9/2014,KANPUR,Potato,20
4/9/2014,KANPUR,Potato,20
5/9/2014,KANPUR,Potato,20
8/9/2014,KANPUR,Potato,5
9/9/2014,KANPUR,Potato,5
10/9/2014,KANPUR,Potato,20
11/9/2014,KANPUR,Potato,20
12/9/2014,KANPUR,Potato,5
15-09-2014,KANPUR,Potato,20
16-09-2014,KANPUR,Potato,20
17-09-2014,KANPUR,Potato,5
18-09-2014,KANPUR,Potato,24
19-09-2014,KANPUR,Potato,24
22-09-2014,KANPUR,Potato,24
23-09-2014,KANPUR,Potato,24
24-09-2014,KANPUR,Potato,24
25-09-2014,KANPUR,Potato,5
26-09-2014,KANPUR,Potato,24
29-09-2014,KANPUR,Potato,24
30-09-2014,KANPUR,Potato,24
7/10/2014,KANPUR,Potato,24
8/10/2014,KANPUR,Potato,5
9/10/2014,KANPUR,Potato,24
10/10/2014,KANPUR,Potato,24
13-10-2014,KANPUR,Potato,24
14-10-2014,KANPUR,Potato,24
15-10-2014,KANPUR,Potato,24
16-10-2014,KANPUR,Potato,24
17-10-2014,KANPUR,Potato,24
20-10-2014,KANPUR,Potato,28
21-10-2014,KANPUR,Potato,28
22-10-2014,KANPUR,Potato,5
24-10-2014,KANPUR,Potato,5
27-10-2014,KANPUR,Potato,28
28-10-2014,KANPUR,Potato,28
29-10-2014,KANPUR,Potato,28
31-10-2014,KANPUR,Potato,28
3/11/2014,KANPUR,Potato,28
5/11/2014,KANPUR,Potato,28
7/11/2014,KANPUR,Potato,30
10/11/2014,KANPUR,Potato,30
11/11/2014,KANPUR,Potato,30
12/11/2014,KANPUR,Potato,30
13-11-2014,KANPUR,Potato,30
14-11-2014,KANPUR,Potato,30
17-11-2014,KANPUR,Potato,30
18-11-2014,KANPUR,Potato,30
19-11-2014,KANPUR,Potato,30
20-11-2014,KANPUR,Potato,30
21-11-2014,KANPUR,Potato,25
24-11-2014,KANPUR,Potato,5
25-11-2014,KANPUR,Potato,25
26-11-2014,KANPUR,Potato,25
27-11-2014,KANPUR,Potato,5
28-11-2014,KANPUR,Potato,25
1/12/2014,KANPUR,Potato,25
2/12/2014,KANPUR,Potato,15
3/12/2014,KANPUR,Potato,15
4/12/2014,KANPUR,Potato,15
5/12/2014,KANPUR,Potato,15
8/12/2014,KANPUR,Potato,15
9/12/2014,KANPUR,Potato,15
10/12/2014,KANPUR,Potato,15
11/12/2014,KANPUR,Potato,15
12/12/2014,KANPUR,Potato,10
15-12-2014,KANPUR,Potato,15
16-12-2014,KANPUR,Potato,15
17-12-2014,KANPUR,Potato,15
18-12-2014,KANPUR,Potato,15
19-12-2014,KANPUR,Potato,15
22-12-2014,KANPUR,Potato,15
23-12-2014,KANPUR,Potato,5
24-12-2014,KANPUR,Potato,10
26-12-2014,KANPUR,Potato,10
29-12-2014,KANPUR,Potato,10
30-12-2014,KANPUR,Potato,10
31-12-2014,KANPUR,Potato,10
1/1/2015,KANPUR,Potato,10
2/1/2015,KANPUR,Potato,10
5/1/2015,KANPUR,Potato,5
6/1/2015,KANPUR,Potato,10
7/1/2015,KANPUR,Potato,10
8/1/2015,KANPUR,Potato,10
9/1/2015,KANPUR,Potato,10
12/1/2015,KANPUR,Potato,10
13-01-2015,KANPUR,Potato,10
14-01-2015,KANPUR,Potato,10
15-01-2015,KANPUR,Potato,10
16-01-2015,KANPUR,Potato,10
19-01-2015,KANPUR,Potato,10
20-01-2015,KANPUR,Potato,10
21-01-2015,KANPUR,Potato,10
22-01-2015,KANPUR,Potato,10
23-01-2015,KANPUR,Potato,10
27-01-2015,KANPUR,Potato,10
28-01-2015,KANPUR,Potato,10
30-01-2015,KANPUR,Potato,10
2/2/2015,KANPUR,Potato,10
3/2/2015,KANPUR,Potato,10
4/2/2015,KANPUR,Potato,10
5/2/2015,KANPUR,Potato,10
6/2/2015,KANPUR,Potato,10
9/2/2015,KANPUR,Potato,10
10/2/2015,KANPUR,Potato,10
11/2/2015,KANPUR,Potato,10
12/2/2015,KANPUR,Potato,10
13-02-2015,KANPUR,Potato,10
16-02-2015,KANPUR,Potato,10
17-02-2015,KANPUR,Potato,5
18-02-2015,KANPUR,Potato,10
19-02-2015,KANPUR,Potato,10
20-02-2015,KANPUR,Potato,10
23-02-2015,KANPUR,Potato,10
24-02-2015,KANPUR,Potato,10
25-02-2015,KANPUR,Potato,10
26-02-2015,KANPUR,Potato,10
27-02-2015,KANPUR,Potato,10
2/3/2015,KANPUR,Potato,10
3/3/2015,KANPUR,Potato,10
4/3/2015,KANPUR,Potato,10
5/3/2015,KANPUR,Potato,5
9/3/2015,KANPUR,Potato,10
10/3/2015,KANPUR,Potato,10
11/3/2015,KANPUR,Potato,10
12/3/2015,KANPUR,Potato,5
13-03-2015,KANPUR,Potato,10
16-03-2015,KANPUR,Potato,10
17-03-2015,KANPUR,Potato,10
18-03-2015,KANPUR,Potato,10
19-03-2015,KANPUR,Potato,10
20-03-2015,KANPUR,Potato,10
23-03-2015,KANPUR,Potato,10
24-03-2015,KANPUR,Potato,10
25-03-2015,KANPUR,Potato,10
26-03-2015,KANPUR,Potato,10
27-03-2015,KANPUR,Potato,10
30-03-2015,KANPUR,Potato,10
31-03-2015,KANPUR,Potato,10
1/4/2015,KANPUR,Potato,10
6/4/2015,KANPUR,Potato,10
7/4/2015,KANPUR,Potato,10
8/4/2015,KANPUR,Potato,10
9/4/2015,KANPUR,Potato,8
10/4/2015,KANPUR,Potato,8
13-04-2015,KANPUR,Potato,8
15-04-2015,KANPUR,Potato,8
16-04-2015,KANPUR,Potato,8
17-04-2015,KANPUR,Potato,5
20-04-2015,KANPUR,Potato,5
21-04-2015,KANPUR,Potato,8
22-04-2015,KANPUR,Potato,8
23-04-2015,KANPUR,Potato,8
24-04-2015,KANPUR,Potato,8
27-04-2015,KANPUR,Potato,8
28-04-2015,KANPUR,Potato,8
31-08-2010,KAR5L,Potato,5
1/9/2010,KAR5L,Potato,9
3/9/2010,KAR5L,Potato,9
6/9/2010,KAR5L,Potato,9
7/9/2010,KAR5L,Potato,9
8/9/2010,KAR5L,Potato,9
9/9/2010,KAR5L,Potato,9
10/9/2010,KAR5L,Potato,10
13-09-2010,KAR5L,Potato,10
14-09-2010,KAR5L,Potato,10
15-09-2010,KAR5L,Potato,5
16-09-2010,KAR5L,Potato,5
17-09-2010,KAR5L,Potato,10
20-09-2010,KAR5L,Potato,10
21-09-2010,KAR5L,Potato,10
22-09-2010,KAR5L,Potato,10
23-09-2010,KAR5L,Potato,10
24-09-2010,KAR5L,Potato,8
27-09-2010,KAR5L,Potato,8
28-09-2010,KAR5L,Potato,8
29-09-2010,KAR5L,Potato,8
30-09-2010,KAR5L,Potato,8
1/10/2010,KAR5L,Potato,8
4/10/2010,KAR5L,Potato,8
5/10/2010,KAR5L,Potato,8
6/10/2010,KAR5L,Potato,8
7/10/2010,KAR5L,Potato,8
8/10/2010,KAR5L,Potato,8
11/10/2010,KAR5L,Potato,8
12/10/2010,KAR5L,Potato,8
13-10-2010,KAR5L,Potato,8
15-10-2010,KAR5L,Potato,10
18-10-2010,KAR5L,Potato,10
19-10-2010,KAR5L,Potato,10
20-10-2010,KAR5L,Potato,10
21-10-2010,KAR5L,Potato,10
22-10-2010,KAR5L,Potato,10
25-10-2010,KAR5L,Potato,10
26-10-2010,KAR5L,Potato,10
27-10-2010,KAR5L,Potato,12
28-10-2010,KAR5L,Potato,12
29-10-2010,KAR5L,Potato,12
1/11/2010,KAR5L,Potato,12
2/11/2010,KAR5L,Potato,11
3/11/2010,KAR5L,Potato,10
4/11/2010,KAR5L,Potato,10
8/11/2010,KAR5L,Potato,10
9/11/2010,KAR5L,Potato,10
10/11/2010,KAR5L,Potato,8
11/11/2010,KAR5L,Potato,8
12/11/2010,KAR5L,Potato,8
15-11-2010,KAR5L,Potato,8
16-11-2010,KAR5L,Potato,8
18-11-2010,KAR5L,Potato,8
19-11-2010,KAR5L,Potato,9
22-11-2010,KAR5L,Potato,9
23-11-2010,KAR5L,Potato,9
24-11-2010,KAR5L,Potato,9
25-11-2010,KAR5L,Potato,15
26-11-2010,KAR5L,Potato,14
29-11-2010,KAR5L,Potato,14
30-11-2010,KAR5L,Potato,14
1/12/2010,KAR5L,Potato,14
2/12/2010,KAR5L,Potato,13
3/12/2010,KAR5L,Potato,13
6/12/2010,KAR5L,Potato,12
7/12/2010,KAR5L,Potato,12
8/12/2010,KAR5L,Potato,12
9/12/2010,KAR5L,Potato,12
10/12/2010,KAR5L,Potato,12
13-12-2010,KAR5L,Potato,12
14-12-2010,KAR5L,Potato,12
15-12-2010,KAR5L,Potato,12
16-12-2010,KAR5L,Potato,12
20-12-2010,KAR5L,Potato,12
21-12-2010,KAR5L,Potato,12
22-12-2010,KAR5L,Potato,12
23-12-2010,KAR5L,Potato,12
24-12-2010,KAR5L,Potato,12
27-12-2010,KAR5L,Potato,12
28-12-2010,KAR5L,Potato,12
29-12-2010,KAR5L,Potato,12
30-12-2010,KAR5L,Potato,12
31-12-2010,KAR5L,Potato,12
3/1/2011,KAR5L,Potato,12
4/1/2011,KAR5L,Potato,12
6/1/2011,KAR5L,Potato,11
7/1/2011,KAR5L,Potato,11
10/1/2011,KAR5L,Potato,10
11/1/2011,KAR5L,Potato,10
12/1/2011,KAR5L,Potato,10
13-01-2011,KAR5L,Potato,10
14-01-2011,KAR5L,Potato,9
17-01-2011,KAR5L,Potato,9
18-01-2011,KAR5L,Potato,9
19-01-2011,KAR5L,Potato,8
20-01-2011,KAR5L,Potato,8
21-01-2011,KAR5L,Potato,8
24-01-2011,KAR5L,Potato,8
25-01-2011,KAR5L,Potato,8
27-01-2011,KAR5L,Potato,6
28-01-2011,KAR5L,Potato,6
31-01-2011,KAR5L,Potato,6
1/2/2011,KAR5L,Potato,6
2/2/2011,KAR5L,Potato,6
3/2/2011,KAR5L,Potato,6
4/2/2011,KAR5L,Potato,6
7/2/2011,KAR5L,Potato,6
8/2/2011,KAR5L,Potato,6
9/2/2011,KAR5L,Potato,7
10/2/2011,KAR5L,Potato,7
11/2/2011,KAR5L,Potato,7
14-02-2011,KAR5L,Potato,7
15-02-2011,KAR5L,Potato,7
17-02-2011,KAR5L,Potato,7
18-02-2011,KAR5L,Potato,7
21-02-2011,KAR5L,Potato,7
22-02-2011,KAR5L,Potato,7
23-02-2011,KAR5L,Potato,7
24-02-2011,KAR5L,Potato,7
25-02-2011,KAR5L,Potato,8
28-02-2011,KAR5L,Potato,8
1/3/2011,KAR5L,Potato,7
3/3/2011,KAR5L,Potato,7
4/3/2011,KAR5L,Potato,7
7/3/2011,KAR5L,Potato,7
8/3/2011,KAR5L,Potato,6
9/3/2011,KAR5L,Potato,6
10/3/2011,KAR5L,Potato,7
11/3/2011,KAR5L,Potato,7
14-03-2011,KAR5L,Potato,7
15-03-2011,KAR5L,Potato,9
